Year,Primary_Type,Count,Mean_Temp
2013,NARCOTICS,83,45
2013,ASSAULT,41,45
2013,BURGLARY,20,45
2013,THEFT,183,40.5
2013,BATTERY,142,40.5
2013,NARCOTICS,110,40.5
2013,CRIMINAL DAMAGE,85,40.5
2013,ASSAULT,52,40.5
2013,BURGLARY,43,40.5
2013,THEFT,205,31.5
2013,NARCOTICS,122,31.5
2013,BATTERY,118,31.5
2013,CRIMINAL DAMAGE,58,31.5
2013,BURGLARY,47,31.5
2013,ASSAULT,46,31.5
2013,THEFT,193,27.5
2013,BATTERY,127,27.5
2013,NARCOTICS,115,27.5
2013,ASSAULT,62,27.5
2013,CRIMINAL DAMAGE,60,27.5
2013,BURGLARY,41,27.5
2013,THEFT,166,30
2013,BATTERY,144,30
2013,NARCOTICS,132,30
2013,CRIMINAL DAMAGE,69,30
2013,ASSAULT,50,30
2013,BURGLARY,42,30
2013,THEFT,203,35.5
2013,BATTERY,130,35.5
2013,NARCOTICS,128,35.5
2013,CRIMINAL DAMAGE,90,35.5
2013,ASSAULT,52,35.5
2013,BURGLARY,46,35.5
2013,BATTERY,196,32.5
2013,THEFT,154,32.5
2013,CRIMINAL DAMAGE,97,32.5
2013,NARCOTICS,97,32.5
2013,ASSAULT,44,32.5
2013,BURGLARY,23,32.5
2013,BATTERY,162,30.5
2013,THEFT,144,30.5
2013,NARCOTICS,107,30.5
2013,CRIMINAL DAMAGE,96,30.5
2013,ASSAULT,37,30.5
2013,BURGLARY,32,30.5
2013,THEFT,195,28
2013,BATTERY,110,28
2013,CRIMINAL DAMAGE,81,28
2013,NARCOTICS,76,28
2013,BURGLARY,49,28
2013,ASSAULT,47,28
2013,THEFT,167,24.5
2013,BATTERY,128,24.5
2013,NARCOTICS,96,24.5
2013,CRIMINAL DAMAGE,75,24.5
2013,BURGLARY,51,24.5
2013,ASSAULT,41,24.5
2013,THEFT,171,19.5
2013,BATTERY,136,19.5
2013,NARCOTICS,111,19.5
2013,CRIMINAL DAMAGE,67,19.5
2013,ASSAULT,37,19.5
2013,BURGLARY,35,19.5
2013,THEFT,165,23.5
2013,BATTERY,135,23.5
2013,NARCOTICS,111,23.5
2013,CRIMINAL DAMAGE,58,23.5
2013,ASSAULT,52,23.5
2013,BURGLARY,51,23.5
2013,THEFT,214,30.5
2013,BATTERY,139,30.5
2013,NARCOTICS,99,30.5
2013,CRIMINAL DAMAGE,96,30.5
2013,BURGLARY,49,30.5
2013,ASSAULT,45,30.5
2013,THEFT,168,33
2013,BATTERY,157,33
2013,CRIMINAL DAMAGE,98,33
2013,NARCOTICS,86,33
2013,ASSAULT,45,33
2013,BURGLARY,39,33
2013,BATTERY,179,34.5
2013,THEFT,138,34.5
2013,CRIMINAL DAMAGE,107,34.5
2013,NARCOTICS,95,34.5
2013,ASSAULT,53,34.5
2013,BURGLARY,41,34.5
2013,THEFT,175,35
2013,NARCOTICS,107,35
2013,BATTERY,99,35
2013,CRIMINAL DAMAGE,80,35
2013,BURGLARY,42,35
2013,ASSAULT,39,35
2013,THEFT,167,36
2013,NARCOTICS,107,36
2013,BATTERY,104,36
2013,CRIMINAL DAMAGE,85,36
2013,ASSAULT,49,36
2013,BURGLARY,45,36
2013,THEFT,154,36.5
2013,BATTERY,134,36.5
2013,NARCOTICS,102,36.5
2013,CRIMINAL DAMAGE,97,36.5
2013,BURGLARY,39,36.5
2013,ASSAULT,37,36.5
2013,THEFT,195,39.5
2013,NARCOTICS,132,39.5
2013,BATTERY,115,39.5
2013,CRIMINAL DAMAGE,96,39.5
2013,ASSAULT,48,39.5
2013,BURGLARY,34,39.5
2013,THEFT,192,43.5
2013,BATTERY,135,43.5
2013,NARCOTICS,100,43.5
2013,CRIMINAL DAMAGE,98,43.5
2013,BURGLARY,48,43.5
2013,ASSAULT,46,43.5
2013,THEFT,193,43.5
2013,BATTERY,162,43.5
2013,CRIMINAL DAMAGE,107,43.5
2013,NARCOTICS,88,43.5
2013,ASSAULT,53,43.5
2013,BURGLARY,44,43.5
2013,BATTERY,203,47.5
2013,THEFT,136,47.5
2013,CRIMINAL DAMAGE,96,47.5
2013,NARCOTICS,83,47.5
2013,ASSAULT,39,47.5
2013,BURGLARY,30,47.5
2013,THEFT,248,35
2013,BATTERY,142,35
2013,NARCOTICS,102,35
2013,CRIMINAL DAMAGE,72,35
2013,ASSAULT,57,35
2013,BURGLARY,45,35
2013,THEFT,178,35
2013,BATTERY,149,35
2013,NARCOTICS,114,35
2013,CRIMINAL DAMAGE,80,35
2013,ASSAULT,46,35
2013,BURGLARY,44,35
2013,THEFT,172,34.5
2013,BATTERY,130,34.5
2013,NARCOTICS,125,34.5
2013,CRIMINAL DAMAGE,71,34.5
2013,ASSAULT,51,34.5
2013,BURGLARY,49,34.5
2013,THEFT,195,41.5
2013,BATTERY,175,41.5
2013,NARCOTICS,121,41.5
2013,CRIMINAL DAMAGE,89,41.5
2013,ASSAULT,60,41.5
2013,BURGLARY,46,41.5
2013,THEFT,210,40.5
2013,BATTERY,156,40.5
2013,CRIMINAL DAMAGE,111,40.5
2013,NARCOTICS,96,40.5
2013,BURGLARY,44,40.5
2013,ASSAULT,43,40.5
2013,BATTERY,172,53
2013,THEFT,163,53
2013,CRIMINAL DAMAGE,106,53
2013,NARCOTICS,93,53
2013,ASSAULT,52,53
2013,BURGLARY,32,53
2013,BATTERY,173,49.5
2013,THEFT,140,49.5
2013,NARCOTICS,103,49.5
2013,CRIMINAL DAMAGE,98,49.5
2013,ASSAULT,44,49.5
2013,BURGLARY,38,49.5
2013,BATTERY,184,52.5
2013,THEFT,177,52.5
2013,NARCOTICS,102,52.5
2013,CRIMINAL DAMAGE,95,52.5
2013,ASSAULT,53,52.5
2013,BURGLARY,44,52.5
2013,THEFT,176,47
2013,BATTERY,131,47
2013,NARCOTICS,118,47
2013,CRIMINAL DAMAGE,62,47
2013,ASSAULT,54,47
2013,BURGLARY,51,47
2013,THEFT,200,39.5
2013,BATTERY,122,39.5
2013,NARCOTICS,90,39.5
2013,CRIMINAL DAMAGE,87,39.5
2013,BURGLARY,55,39.5
2013,ASSAULT,50,39.5
2013,THEFT,169,42
2013,BATTERY,132,42
2013,NARCOTICS,110,42
2013,CRIMINAL DAMAGE,82,42
2013,ASSAULT,63,42
2013,BURGLARY,44,42
2013,THEFT,207,41
2013,BATTERY,154,41
2013,NARCOTICS,110,41
2013,CRIMINAL DAMAGE,93,41
2013,BURGLARY,49,41
2013,ASSAULT,40,41
2013,THEFT,181,39.5
2013,BATTERY,175,39.5
2013,CRIMINAL DAMAGE,104,39.5
2013,NARCOTICS,91,39.5
2013,ASSAULT,53,39.5
2013,BURGLARY,35,39.5
2013,BATTERY,213,53.5
2013,THEFT,155,53.5
2013,CRIMINAL DAMAGE,105,53.5
2013,NARCOTICS,91,53.5
2013,ASSAULT,49,53.5
2013,BURGLARY,27,53.5
2013,THEFT,222,55
2013,BATTERY,147,55
2013,CRIMINAL DAMAGE,90,55
2013,NARCOTICS,79,55
2013,ASSAULT,54,55
2013,BURGLARY,51,55
2013,THEFT,170,49
2013,BATTERY,148,49
2013,NARCOTICS,104,49
2013,CRIMINAL DAMAGE,88,49
2013,BURGLARY,59,49
2013,ASSAULT,54,49
2013,THEFT,152,45.5
2013,BATTERY,107,45.5
2013,NARCOTICS,90,45.5
2013,CRIMINAL DAMAGE,83,45.5
2013,BURGLARY,46,45.5
2013,ASSAULT,42,45.5
2013,THEFT,176,51
2013,BATTERY,149,51
2013,NARCOTICS,76,51
2013,CRIMINAL DAMAGE,69,51
2013,ASSAULT,55,51
2013,BURGLARY,52,51
2013,THEFT,193,36.5
2013,BATTERY,144,36.5
2013,NARCOTICS,109,36.5
2013,CRIMINAL DAMAGE,81,36.5
2013,BURGLARY,64,36.5
2013,ASSAULT,42,36.5
2013,THEFT,179,39
2013,BATTERY,144,39
2013,CRIMINAL DAMAGE,110,39
2013,NARCOTICS,109,39
2013,ASSAULT,42,39
2013,BURGLARY,31,39
2013,BATTERY,160,41.5
2013,THEFT,158,41.5
2013,CRIMINAL DAMAGE,92,41.5
2013,NARCOTICS,85,41.5
2013,ASSAULT,58,41.5
2013,BURGLARY,27,41.5
2013,THEFT,201,52.5
2013,BATTERY,186,52.5
2013,NARCOTICS,96,52.5
2013,CRIMINAL DAMAGE,85,52.5
2013,ASSAULT,72,52.5
2013,BURGLARY,54,52.5
2013,THEFT,166,48.5
2013,BATTERY,124,48.5
2013,CRIMINAL DAMAGE,87,48.5
2013,NARCOTICS,82,48.5
2013,BURGLARY,62,48.5
2013,ASSAULT,44,48.5
2013,THEFT,190,43.5
2013,BATTERY,146,43.5
2013,CRIMINAL DAMAGE,116,43.5
2013,NARCOTICS,102,43.5
2013,BURGLARY,63,43.5
2013,ASSAULT,52,43.5
2013,THEFT,198,44.5
2013,BATTERY,149,44.5
2013,NARCOTICS,119,44.5
2013,CRIMINAL DAMAGE,67,44.5
2013,ASSAULT,62,44.5
2013,BURGLARY,43,44.5
2013,THEFT,233,50.5
2013,BATTERY,147,50.5
2013,NARCOTICS,99,50.5
2013,CRIMINAL DAMAGE,95,50.5
2013,ASSAULT,66,50.5
2013,BURGLARY,52,50.5
2013,BATTERY,199,55.5
2013,THEFT,181,55.5
2013,CRIMINAL DAMAGE,99,55.5
2013,NARCOTICS,82,55.5
2013,ASSAULT,66,55.5
2013,BURGLARY,33,55.5
2013,THEFT,170,57
2013,BATTERY,166,57
2013,CRIMINAL DAMAGE,106,57
2013,NARCOTICS,93,57
2013,ASSAULT,46,57
2013,BURGLARY,31,57
2013,THEFT,211,60.5
2013,BATTERY,141,60.5
2013,NARCOTICS,99,60.5
2013,CRIMINAL DAMAGE,96,60.5
2013,ASSAULT,68,60.5
2013,BURGLARY,62,60.5
2013,THEFT,191,73
2013,BATTERY,172,73
2013,CRIMINAL DAMAGE,98,73
2013,NARCOTICS,84,73
2013,ASSAULT,73,73
2013,BURGLARY,33,73
2013,THEFT,268,70
2013,BATTERY,221,70
2013,NARCOTICS,112,70
2013,CRIMINAL DAMAGE,97,70
2013,ASSAULT,80,70
2013,BURGLARY,63,70
2013,THEFT,170,48.5
2013,BATTERY,149,48.5
2013,NARCOTICS,97,48.5
2013,CRIMINAL DAMAGE,79,48.5
2013,ASSAULT,56,48.5
2013,BURGLARY,46,48.5
2013,THEFT,206,44
2013,BATTERY,141,44
2013,CRIMINAL DAMAGE,104,44
2013,NARCOTICS,99,44
2013,ASSAULT,53,44
2013,BURGLARY,45,44
2013,BATTERY,198,59.5
2013,THEFT,190,59.5
2013,CRIMINAL DAMAGE,121,59.5
2013,NARCOTICS,96,59.5
2013,ASSAULT,48,59.5
2013,BURGLARY,43,59.5
2013,THEFT,194,58.5
2013,BATTERY,183,58.5
2013,CRIMINAL DAMAGE,114,58.5
2013,NARCOTICS,61,58.5
2013,ASSAULT,49,58.5
2013,BURGLARY,33,58.5
2013,THEFT,196,60.5
2013,BATTERY,163,60.5
2013,NARCOTICS,100,60.5
2013,CRIMINAL DAMAGE,81,60.5
2013,BURGLARY,58,60.5
2013,ASSAULT,56,60.5
2013,THEFT,201,61.5
2013,BATTERY,169,61.5
2013,NARCOTICS,112,61.5
2013,CRIMINAL DAMAGE,84,61.5
2013,ASSAULT,54,61.5
2013,BURGLARY,53,61.5
2013,THEFT,213,63.5
2013,BATTERY,164,63.5
2013,NARCOTICS,124,63.5
2013,CRIMINAL DAMAGE,96,63.5
2013,ASSAULT,75,63.5
2013,BURGLARY,47,63.5
2013,THEFT,188,60.5
2013,BATTERY,142,60.5
2013,NARCOTICS,100,60.5
2013,CRIMINAL DAMAGE,86,60.5
2013,ASSAULT,61,60.5
2013,BURGLARY,39,60.5
2013,THEFT,209,45.5
2013,BATTERY,169,45.5
2013,NARCOTICS,92,45.5
2013,CRIMINAL DAMAGE,83,45.5
2013,BURGLARY,67,45.5
2013,ASSAULT,53,45.5
2013,THEFT,166,51.5
2013,BATTERY,162,51.5
2013,CRIMINAL DAMAGE,116,51.5
2013,NARCOTICS,86,51.5
2013,ASSAULT,51,51.5
2013,BURGLARY,33,51.5
2013,THEFT,169,46
2013,BATTERY,161,46
2013,CRIMINAL DAMAGE,106,46
2013,NARCOTICS,97,46
2013,ASSAULT,54,46
2013,BURGLARY,44,46
2013,THEFT,197,50
2013,BATTERY,149,50
2013,NARCOTICS,88,50
2013,CRIMINAL DAMAGE,87,50
2013,ASSAULT,59,50
2013,BURGLARY,59,50
2013,THEFT,197,70.5
2013,BATTERY,176,70.5
2013,NARCOTICS,103,70.5
2013,CRIMINAL DAMAGE,86,70.5
2013,ASSAULT,65,70.5
2013,BURGLARY,52,70.5
2013,THEFT,241,72
2013,BATTERY,210,72
2013,CRIMINAL DAMAGE,109,72
2013,NARCOTICS,109,72
2013,ASSAULT,73,72
2013,BURGLARY,49,72
2013,THEFT,229,68
2013,BATTERY,186,68
2013,NARCOTICS,113,68
2013,CRIMINAL DAMAGE,94,68
2013,ASSAULT,59,68
2013,BURGLARY,59,68
2013,THEFT,217,62.5
2013,BATTERY,177,62.5
2013,NARCOTICS,115,62.5
2013,CRIMINAL DAMAGE,106,62.5
2013,ASSAULT,62,62.5
2013,BURGLARY,55,62.5
2013,THEFT,217,68
2013,BATTERY,183,68
2013,CRIMINAL DAMAGE,121,68
2013,NARCOTICS,104,68
2013,ASSAULT,50,68
2013,BURGLARY,39,68
2013,BATTERY,191,72
2013,THEFT,166,72
2013,CRIMINAL DAMAGE,112,72
2013,NARCOTICS,83,72
2013,ASSAULT,66,72
2013,BURGLARY,38,72
2013,THEFT,192,77
2013,BATTERY,185,77
2013,CRIMINAL DAMAGE,113,77
2013,NARCOTICS,106,77
2013,ASSAULT,75,77
2013,BURGLARY,57,77
2013,THEFT,208,72.5
2013,BATTERY,165,72.5
2013,CRIMINAL DAMAGE,102,72.5
2013,NARCOTICS,97,72.5
2013,ASSAULT,70,72.5
2013,BURGLARY,51,72.5
2013,THEFT,230,62.5
2013,BATTERY,159,62.5
2013,NARCOTICS,94,62.5
2013,CRIMINAL DAMAGE,86,62.5
2013,ASSAULT,74,62.5
2013,BURGLARY,44,62.5
2013,THEFT,179,48
2013,BATTERY,131,48
2013,CRIMINAL DAMAGE,95,48
2013,NARCOTICS,89,48
2013,ASSAULT,77,48
2013,BURGLARY,62,48
2013,THEFT,205,49
2013,BATTERY,164,49
2013,NARCOTICS,123,49
2013,CRIMINAL DAMAGE,95,49
2013,BURGLARY,64,49
2013,ASSAULT,44,49
2013,THEFT,186,50.5
2013,BATTERY,141,50.5
2013,CRIMINAL DAMAGE,104,50.5
2013,NARCOTICS,96,50.5
2013,BURGLARY,48,50.5
2013,ASSAULT,47,50.5
2013,BATTERY,176,56
2013,THEFT,144,56
2013,CRIMINAL DAMAGE,85,56
2013,NARCOTICS,77,56
2013,ASSAULT,53,56
2013,BURGLARY,43,56
2013,THEFT,167,57.5
2013,BATTERY,149,57.5
2013,CRIMINAL DAMAGE,88,57.5
2013,NARCOTICS,85,57.5
2013,BURGLARY,43,57.5
2013,ASSAULT,36,57.5
2013,THEFT,214,66
2013,BATTERY,132,66
2013,NARCOTICS,94,66
2013,CRIMINAL DAMAGE,88,66
2013,ASSAULT,58,66
2013,BURGLARY,55,66
2013,THEFT,193,74
2013,BATTERY,177,74
2013,NARCOTICS,98,74
2013,CRIMINAL DAMAGE,82,74
2013,ASSAULT,70,74
2013,BURGLARY,58,74
2013,THEFT,216,73.5
2013,BATTERY,175,73.5
2013,NARCOTICS,118,73.5
2013,CRIMINAL DAMAGE,80,73.5
2013,ASSAULT,55,73.5
2013,BURGLARY,51,73.5
2013,THEFT,197,70.5
2013,BATTERY,168,70.5
2013,NARCOTICS,110,70.5
2013,CRIMINAL DAMAGE,90,70.5
2013,BURGLARY,65,70.5
2013,ASSAULT,60,70.5
2013,THEFT,253,69.5
2013,BATTERY,191,69.5
2013,CRIMINAL DAMAGE,105,69.5
2013,NARCOTICS,90,69.5
2013,ASSAULT,71,69.5
2013,BURGLARY,37,69.5
2013,BATTERY,191,53
2013,THEFT,171,53
2013,CRIMINAL DAMAGE,103,53
2013,NARCOTICS,74,53
2013,ASSAULT,49,53
2013,BURGLARY,38,53
2013,THEFT,223,55.5
2013,BATTERY,152,55.5
2013,NARCOTICS,117,55.5
2013,CRIMINAL DAMAGE,94,55.5
2013,ASSAULT,57,55.5
2013,BURGLARY,40,55.5
2013,THEFT,213,61
2013,BATTERY,131,61
2013,NARCOTICS,102,61
2013,CRIMINAL DAMAGE,72,61
2013,ASSAULT,65,61
2013,BURGLARY,59,61
2013,THEFT,215,63.5
2013,BATTERY,150,63.5
2013,NARCOTICS,107,63.5
2013,CRIMINAL DAMAGE,90,63.5
2013,ASSAULT,57,63.5
2013,BURGLARY,54,63.5
2013,THEFT,217,58
2013,BATTERY,170,58
2013,NARCOTICS,99,58
2013,CRIMINAL DAMAGE,75,58
2013,ASSAULT,66,58
2013,BURGLARY,60,58
2013,THEFT,178,60
2013,BATTERY,174,60
2013,NARCOTICS,94,60
2013,CRIMINAL DAMAGE,81,60
2013,ASSAULT,68,60
2013,BURGLARY,53,60
2013,BATTERY,215,61.5
2013,THEFT,193,61.5
2013,CRIMINAL DAMAGE,125,61.5
2013,NARCOTICS,91,61.5
2013,BURGLARY,46,61.5
2013,ASSAULT,43,61.5
2013,BATTERY,217,67.5
2013,THEFT,182,67.5
2013,CRIMINAL DAMAGE,95,67.5
2013,NARCOTICS,84,67.5
2013,ASSAULT,50,67.5
2013,BURGLARY,23,67.5
2013,THEFT,201,68
2013,BATTERY,164,68
2013,CRIMINAL DAMAGE,86,68
2013,NARCOTICS,82,68
2013,ASSAULT,69,68
2013,BURGLARY,62,68
2013,THEFT,206,71.5
2013,BATTERY,160,71.5
2013,NARCOTICS,98,71.5
2013,CRIMINAL DAMAGE,76,71.5
2013,ASSAULT,63,71.5
2013,BURGLARY,38,71.5
2013,THEFT,213,74.5
2013,BATTERY,147,74.5
2013,NARCOTICS,81,74.5
2013,CRIMINAL DAMAGE,72,74.5
2013,BURGLARY,55,74.5
2013,ASSAULT,52,74.5
2013,THEFT,216,65.5
2013,BATTERY,182,65.5
2013,NARCOTICS,88,65.5
2013,CRIMINAL DAMAGE,83,65.5
2013,ASSAULT,62,65.5
2013,BURGLARY,55,65.5
2013,THEFT,245,67
2013,BATTERY,178,67
2013,NARCOTICS,114,67
2013,CRIMINAL DAMAGE,100,67
2013,BURGLARY,61,67
2013,ASSAULT,54,67
2013,THEFT,218,69
2013,BATTERY,189,69
2013,CRIMINAL DAMAGE,93,69
2013,NARCOTICS,73,69
2013,ASSAULT,53,69
2013,BURGLARY,38,69
2013,BATTERY,233,77.5
2013,THEFT,216,77.5
2013,CRIMINAL DAMAGE,119,77.5
2013,NARCOTICS,71,77.5
2013,ASSAULT,63,77.5
2013,BURGLARY,41,77.5
2013,THEFT,240,73.5
2013,BATTERY,210,73.5
2013,NARCOTICS,102,73.5
2013,CRIMINAL DAMAGE,92,73.5
2013,ASSAULT,64,73.5
2013,BURGLARY,55,73.5
2013,THEFT,210,63.5
2013,BATTERY,157,63.5
2013,NARCOTICS,111,63.5
2013,CRIMINAL DAMAGE,85,63.5
2013,ASSAULT,60,63.5
2013,BURGLARY,58,63.5
2013,THEFT,204,64
2013,BATTERY,191,64
2013,NARCOTICS,88,64
2013,CRIMINAL DAMAGE,83,64
2013,ASSAULT,57,64
2013,BURGLARY,42,64
2013,THEFT,244,71
2013,BATTERY,159,71
2013,NARCOTICS,97,71
2013,CRIMINAL DAMAGE,94,71
2013,ASSAULT,62,71
2013,BURGLARY,59,71
2013,THEFT,220,75
2013,BATTERY,154,75
2013,CRIMINAL DAMAGE,100,75
2013,NARCOTICS,89,75
2013,BURGLARY,74,75
2013,ASSAULT,57,75
2013,BATTERY,216,73.5
2013,THEFT,203,73.5
2013,CRIMINAL DAMAGE,102,73.5
2013,NARCOTICS,72,73.5
2013,ASSAULT,70,73.5
2013,BURGLARY,41,73.5
2013,BATTERY,244,76.5
2013,THEFT,171,76.5
2013,CRIMINAL DAMAGE,115,76.5
2013,NARCOTICS,89,76.5
2013,ASSAULT,62,76.5
2013,BURGLARY,28,76.5
2013,THEFT,189,78
2013,BATTERY,167,78
2013,CRIMINAL DAMAGE,105,78
2013,BURGLARY,65,78
2013,NARCOTICS,54,78
2013,ASSAULT,48,78
2013,THEFT,196,76
2013,BATTERY,188,76
2013,CRIMINAL DAMAGE,94,76
2013,NARCOTICS,71,76
2013,BURGLARY,58,76
2013,ASSAULT,51,76
2013,THEFT,205,73
2013,BATTERY,161,73
2013,CRIMINAL DAMAGE,112,73
2013,NARCOTICS,100,73
2013,ASSAULT,58,73
2013,BURGLARY,56,73
2013,THEFT,202,77
2013,BATTERY,151,77
2013,CRIMINAL DAMAGE,85,77
2013,NARCOTICS,79,77
2013,BURGLARY,55,77
2013,ASSAULT,54,77
2013,THEFT,221,75
2013,BATTERY,163,75
2013,CRIMINAL DAMAGE,83,75
2013,NARCOTICS,71,75
2013,ASSAULT,70,75
2013,BURGLARY,52,75
2013,BATTERY,222,68
2013,THEFT,209,68
2013,CRIMINAL DAMAGE,109,68
2013,NARCOTICS,101,68
2013,ASSAULT,46,68
2013,BURGLARY,32,68
2013,BATTERY,236,69.5
2013,THEFT,217,69.5
2013,CRIMINAL DAMAGE,101,69.5
2013,NARCOTICS,84,69.5
2013,ASSAULT,59,69.5
2013,BURGLARY,42,69.5
2013,THEFT,286,67
2013,BATTERY,175,67
2013,NARCOTICS,107,67
2013,CRIMINAL DAMAGE,97,67
2013,BURGLARY,63,67
2013,ASSAULT,49,67
2013,THEFT,221,64
2013,BATTERY,130,64
2013,NARCOTICS,108,64
2013,CRIMINAL DAMAGE,77,64
2013,BURGLARY,62,64
2013,ASSAULT,48,64
2013,THEFT,232,65.5
2013,BATTERY,120,65.5
2013,NARCOTICS,107,65.5
2013,CRIMINAL DAMAGE,79,65.5
2013,ASSAULT,53,65.5
2013,BURGLARY,43,65.5
2013,BATTERY,234,69.5
2013,THEFT,195,69.5
2013,CRIMINAL DAMAGE,120,69.5
2013,NARCOTICS,95,69.5
2013,ASSAULT,48,69.5
2013,BURGLARY,48,69.5
2013,BATTERY,244,73
2013,THEFT,195,73
2013,CRIMINAL DAMAGE,109,73
2013,NARCOTICS,106,73
2013,ASSAULT,58,73
2013,BURGLARY,42,73
2013,THEFT,224,74
2013,BATTERY,179,74
2013,NARCOTICS,102,74
2013,CRIMINAL DAMAGE,80,74
2013,ASSAULT,62,74
2013,BURGLARY,35,74
2013,BATTERY,221,79
2013,THEFT,204,79
2013,NARCOTICS,104,79
2013,CRIMINAL DAMAGE,93,79
2013,ASSAULT,56,79
2013,BURGLARY,28,79
2013,THEFT,221,78
2013,BATTERY,169,78
2013,NARCOTICS,85,78
2013,CRIMINAL DAMAGE,75,78
2013,BURGLARY,63,78
2013,ASSAULT,44,78
2013,THEFT,245,79
2013,BATTERY,143,79
2013,NARCOTICS,102,79
2013,CRIMINAL DAMAGE,81,79
2013,ASSAULT,51,79
2013,BURGLARY,36,79
2013,THEFT,212,75.5
2013,BATTERY,137,75.5
2013,NARCOTICS,108,75.5
2013,CRIMINAL DAMAGE,96,75.5
2013,BURGLARY,48,75.5
2013,ASSAULT,37,75.5
2013,THEFT,227,72.5
2013,BATTERY,155,72.5
2013,NARCOTICS,108,72.5
2013,CRIMINAL DAMAGE,82,72.5
2013,ASSAULT,52,72.5
2013,BURGLARY,42,72.5
2013,THEFT,234,70.5
2013,BATTERY,144,70.5
2013,CRIMINAL DAMAGE,107,70.5
2013,NARCOTICS,95,70.5
2013,BURGLARY,68,70.5
2013,ASSAULT,52,70.5
2013,BATTERY,228,73
2013,THEFT,228,73
2013,CRIMINAL DAMAGE,102,73
2013,NARCOTICS,78,73
2013,BURGLARY,54,73
2013,ASSAULT,53,73
2013,THEFT,231,80
2013,BATTERY,224,80
2013,CRIMINAL DAMAGE,95,80
2013,NARCOTICS,76,80
2013,ASSAULT,61,80
2013,BURGLARY,36,80
2013,THEFT,261,80
2013,BATTERY,189,80
2013,NARCOTICS,94,80
2013,CRIMINAL DAMAGE,92,80
2013,BURGLARY,68,80
2013,ASSAULT,59,80
2013,THEFT,205,82.5
2013,BATTERY,159,82.5
2013,CRIMINAL DAMAGE,93,82.5
2013,NARCOTICS,91,82.5
2013,ASSAULT,51,82.5
2013,BURGLARY,51,82.5
2013,THEFT,241,85
2013,BATTERY,152,85
2013,CRIMINAL DAMAGE,94,85
2013,NARCOTICS,94,85
2013,BURGLARY,63,85
2013,ASSAULT,57,85
2013,THEFT,226,86
2013,BATTERY,174,86
2013,NARCOTICS,100,86
2013,CRIMINAL DAMAGE,83,86
2013,BURGLARY,51,86
2013,ASSAULT,49,86
2013,THEFT,237,83.5
2013,BATTERY,148,83.5
2013,CRIMINAL DAMAGE,94,83.5
2013,NARCOTICS,82,83.5
2013,BURGLARY,56,83.5
2013,ASSAULT,47,83.5
2013,THEFT,218,80
2013,BATTERY,212,80
2013,CRIMINAL DAMAGE,93,80
2013,NARCOTICS,81,80
2013,ASSAULT,58,80
2013,BURGLARY,50,80
2013,THEFT,245,78
2013,BATTERY,213,78
2013,CRIMINAL DAMAGE,98,78
2013,NARCOTICS,72,78
2013,ASSAULT,54,78
2013,BURGLARY,39,78
2013,THEFT,272,79
2013,BATTERY,191,79
2013,CRIMINAL DAMAGE,102,79
2013,NARCOTICS,78,79
2013,ASSAULT,62,79
2013,BURGLARY,53,79
2013,THEFT,241,70.5
2013,BATTERY,172,70.5
2013,NARCOTICS,112,70.5
2013,CRIMINAL DAMAGE,79,70.5
2013,ASSAULT,55,70.5
2013,BURGLARY,42,70.5
2013,THEFT,242,66
2013,BATTERY,141,66
2013,NARCOTICS,97,66
2013,CRIMINAL DAMAGE,86,66
2013,ASSAULT,66,66
2013,BURGLARY,52,66
2013,THEFT,234,69
2013,BATTERY,140,69
2013,NARCOTICS,112,69
2013,CRIMINAL DAMAGE,88,69
2013,ASSAULT,57,69
2013,BURGLARY,53,69
2013,THEFT,245,66
2013,BATTERY,150,66
2013,NARCOTICS,106,66
2013,CRIMINAL DAMAGE,101,66
2013,BURGLARY,63,66
2013,ASSAULT,58,66
2013,THEFT,219,60
2013,BATTERY,174,60
2013,CRIMINAL DAMAGE,108,60
2013,NARCOTICS,76,60
2013,ASSAULT,45,60
2013,BURGLARY,43,60
2013,THEFT,191,61.5
2013,BATTERY,170,61.5
2013,NARCOTICS,92,61.5
2013,CRIMINAL DAMAGE,88,61.5
2013,ASSAULT,54,61.5
2013,BURGLARY,42,61.5
2013,THEFT,240,66.5
2013,BATTERY,130,66.5
2013,NARCOTICS,93,66.5
2013,CRIMINAL DAMAGE,73,66.5
2013,BURGLARY,60,66.5
2013,ASSAULT,56,66.5
2013,THEFT,229,65.5
2013,BATTERY,118,65.5
2013,NARCOTICS,117,65.5
2013,CRIMINAL DAMAGE,101,65.5
2013,BURGLARY,63,65.5
2013,ASSAULT,39,65.5
2013,THEFT,218,68.5
2013,BATTERY,129,68.5
2013,NARCOTICS,97,68.5
2013,CRIMINAL DAMAGE,74,68.5
2013,BURGLARY,50,68.5
2013,ASSAULT,43,68.5
2013,THEFT,253,71
2013,BATTERY,136,71
2013,NARCOTICS,116,71
2013,CRIMINAL DAMAGE,82,71
2013,ASSAULT,63,71
2013,BURGLARY,61,71
2013,THEFT,256,73
2013,BATTERY,160,73
2013,NARCOTICS,118,73
2013,CRIMINAL DAMAGE,95,73
2013,BURGLARY,50,73
2013,ASSAULT,44,73
2013,THEFT,268,72.5
2013,BATTERY,194,72.5
2013,CRIMINAL DAMAGE,88,72.5
2013,NARCOTICS,86,72.5
2013,ASSAULT,52,72.5
2013,BURGLARY,52,72.5
