Year,Primary_Type,Count,Mean_Temp
2014,CRIMINAL DAMAGE,68,22
2014,NARCOTICS,61,22
2014,BURGLARY,51,22
2014,ASSAULT,32,22
2014,THEFT,185,23
2014,BATTERY,103,23
2014,CRIMINAL DAMAGE,90,23
2014,NARCOTICS,73,23
2014,BURGLARY,37,23
2014,ASSAULT,28,23
2014,BATTERY,128,21
2014,THEFT,84,21
2014,CRIMINAL DAMAGE,64,21
2014,BURGLARY,33,21
2014,ASSAULT,23,21
2014,NARCOTICS,20,21
2014,BATTERY,124,26
2014,THEFT,117,26
2014,CRIMINAL DAMAGE,75,26
2014,NARCOTICS,64,26
2014,BURGLARY,25,26
2014,ASSAULT,24,26
2014,THEFT,161,40
2014,BATTERY,95,40
2014,CRIMINAL DAMAGE,91,40
2014,NARCOTICS,71,40
2014,ASSAULT,42,40
2014,BURGLARY,37,40
2014,BATTERY,150,37
2014,THEFT,135,37
2014,CRIMINAL DAMAGE,98,37
2014,NARCOTICS,75,37
2014,ASSAULT,37,37
2014,BURGLARY,32,37
2014,THEFT,169,21.5
2014,BATTERY,117,21.5
2014,NARCOTICS,72,21.5
2014,CRIMINAL DAMAGE,70,21.5
2014,ASSAULT,44,21.5
2014,BURGLARY,44,21.5
2014,THEFT,156,26
2014,BATTERY,99,26
2014,NARCOTICS,88,26
2014,CRIMINAL DAMAGE,52,26
2014,ASSAULT,42,26
2014,BURGLARY,27,26
2014,THEFT,169,30.5
2014,BATTERY,118,30.5
2014,NARCOTICS,93,30.5
2014,CRIMINAL DAMAGE,83,30.5
2014,BURGLARY,52,30.5
2014,ASSAULT,44,30.5
2014,THEFT,180,29
2014,BATTERY,119,29
2014,CRIMINAL DAMAGE,67,29
2014,NARCOTICS,56,29
2014,BURGLARY,46,29
2014,ASSAULT,45,29
2014,THEFT,169,36
2014,BATTERY,147,36
2014,CRIMINAL DAMAGE,88,36
2014,NARCOTICS,73,36
2014,BURGLARY,71,36
2014,ASSAULT,36,36
2014,THEFT,159,33
2014,BATTERY,117,33
2014,CRIMINAL DAMAGE,81,33
2014,NARCOTICS,62,33
2014,BURGLARY,39,33
2014,ASSAULT,33,33
2014,THEFT,122,31
2014,BATTERY,119,31
2014,CRIMINAL DAMAGE,81,31
2014,NARCOTICS,45,31
2014,ASSAULT,35,31
2014,BURGLARY,34,31
2014,THEFT,158,34.5
2014,BATTERY,120,34.5
2014,CRIMINAL DAMAGE,92,34.5
2014,ASSAULT,44,34.5
2014,NARCOTICS,44,34.5
2014,BURGLARY,43,34.5
2014,THEFT,140,34.5
2014,BATTERY,104,34.5
2014,NARCOTICS,63,34.5
2014,ASSAULT,56,34.5
2014,CRIMINAL DAMAGE,56,34.5
2014,BURGLARY,42,34.5
2014,THEFT,162,30.5
2014,BATTERY,137,30.5
2014,CRIMINAL DAMAGE,72,30.5
2014,NARCOTICS,63,30.5
2014,ASSAULT,57,30.5
2014,BURGLARY,51,30.5
2014,THEFT,157,27.5
2014,BATTERY,108,27.5
2014,CRIMINAL DAMAGE,59,27.5
2014,NARCOTICS,55,27.5
2014,BURGLARY,40,27.5
2014,ASSAULT,38,27.5
2014,THEFT,174,30
2014,BATTERY,110,30
2014,CRIMINAL DAMAGE,63,30
2014,NARCOTICS,58,30
2014,BURGLARY,50,30
2014,ASSAULT,41,30
2014,THEFT,175,41
2014,BATTERY,164,41
2014,CRIMINAL DAMAGE,79,41
2014,NARCOTICS,63,41
2014,ASSAULT,53,41
2014,BURGLARY,35,41
2014,BATTERY,160,47.5
2014,THEFT,136,47.5
2014,CRIMINAL DAMAGE,93,47.5
2014,NARCOTICS,61,47.5
2014,ASSAULT,49,47.5
2014,BURGLARY,32,47.5
2014,THEFT,164,44
2014,BATTERY,127,44
2014,CRIMINAL DAMAGE,62,44
2014,ASSAULT,57,44
2014,NARCOTICS,50,44
2014,BURGLARY,38,44
2014,THEFT,148,37
2014,BATTERY,100,37
2014,CRIMINAL DAMAGE,60,37
2014,NARCOTICS,54,37
2014,BURGLARY,51,37
2014,ASSAULT,43,37
2014,THEFT,171,26.5
2014,BATTERY,123,26.5
2014,CRIMINAL DAMAGE,70,26.5
2014,NARCOTICS,62,26.5
2014,BURGLARY,49,26.5
2014,ASSAULT,35,26.5
2014,THEFT,169,23.5
2014,BATTERY,98,23.5
2014,CRIMINAL DAMAGE,70,23.5
2014,NARCOTICS,63,23.5
2014,BURGLARY,55,23.5
2014,ASSAULT,41,23.5
2014,THEFT,166,29.5
2014,BATTERY,125,29.5
2014,NARCOTICS,87,29.5
2014,CRIMINAL DAMAGE,70,29.5
2014,BURGLARY,54,29.5
2014,ASSAULT,46,29.5
2014,THEFT,167,30.5
2014,BATTERY,108,30.5
2014,CRIMINAL DAMAGE,86,30.5
2014,NARCOTICS,69,30.5
2014,BURGLARY,43,30.5
2014,ASSAULT,35,30.5
2014,THEFT,150,33.5
2014,BATTERY,140,33.5
2014,CRIMINAL DAMAGE,90,33.5
2014,NARCOTICS,52,33.5
2014,ASSAULT,35,33.5
2014,BURGLARY,29,33.5
2014,THEFT,179,34.5
2014,BATTERY,85,34.5
2014,CRIMINAL DAMAGE,70,34.5
2014,NARCOTICS,58,34.5
2014,BURGLARY,48,34.5
2014,ASSAULT,27,34.5
2014,THEFT,172,43
2014,BATTERY,97,43
2014,CRIMINAL DAMAGE,76,43
2014,NARCOTICS,60,43
2014,BURGLARY,50,43
2014,ASSAULT,24,43
2014,THEFT,144,38
2014,BATTERY,108,38
2014,BURGLARY,64,38
2014,CRIMINAL DAMAGE,63,38
2014,ASSAULT,31,38
2014,NARCOTICS,19,38
2014,BATTERY,125,37.5
2014,CRIMINAL DAMAGE,63,37.5
2014,THEFT,63,37.5
2014,ASSAULT,32,37.5
2014,BURGLARY,30,37.5
2014,NARCOTICS,17,37.5
2014,BATTERY,120,43
2014,THEFT,113,43
2014,NARCOTICS,73,43
2014,CRIMINAL DAMAGE,71,43
2014,ASSAULT,41,43
2014,BURGLARY,38,43
2014,THEFT,163,40
2014,BATTERY,138,40
2014,CRIMINAL DAMAGE,87,40
2014,NARCOTICS,79,40
2014,BURGLARY,42,40
2014,ASSAULT,38,40
2014,BATTERY,135,28.5
2014,THEFT,133,28.5
2014,CRIMINAL DAMAGE,76,28.5
2014,NARCOTICS,62,28.5
2014,ASSAULT,33,28.5
2014,BURGLARY,27,28.5
2014,THEFT,154,24.5
2014,BATTERY,103,24.5
2014,CRIMINAL DAMAGE,68,24.5
2014,NARCOTICS,60,24.5
2014,BURGLARY,43,24.5
2014,ASSAULT,41,24.5
2014,THEFT,125,14.5
2014,BATTERY,89,14.5
2014,CRIMINAL DAMAGE,63,14.5
2014,NARCOTICS,62,14.5
2014,BURGLARY,36,14.5
2014,ASSAULT,28,14.5
2014,THEFT,141,11
2014,BATTERY,91,11
2014,CRIMINAL DAMAGE,78,11
2014,BURGLARY,38,11
2014,ASSAULT,31,11
2014,NARCOTICS,24,11
2015,BATTERY,198,23
2015,THEFT,152,23
2015,CRIMINAL DAMAGE,91,23
2015,NARCOTICS,43,23
2015,ASSAULT,39,23
2015,BURGLARY,16,23
2015,THEFT,130,24.5
2015,BATTERY,116,24.5
2015,NARCOTICS,86,24.5
2015,CRIMINAL DAMAGE,65,24.5
2015,ASSAULT,34,24.5
2015,BURGLARY,33,24.5
2015,THEFT,136,31.5
2015,BATTERY,125,31.5
2015,CRIMINAL DAMAGE,70,31.5
2015,NARCOTICS,70,31.5
2015,ASSAULT,38,31.5
2015,BURGLARY,21,31.5
2015,BATTERY,111,17.5
2015,THEFT,108,17.5
2015,NARCOTICS,66,17.5
2015,CRIMINAL DAMAGE,42,17.5
2015,ASSAULT,34,17.5
2015,BURGLARY,16,17.5
2015,THEFT,123,1.5
2015,BATTERY,89,1.5
2015,NARCOTICS,43,1.5
2015,BURGLARY,38,1.5
2015,ASSAULT,36,1.5
2015,CRIMINAL DAMAGE,35,1.5
2015,THEFT,124,2.5
2015,BATTERY,69,2.5
2015,NARCOTICS,56,2.5
2015,CRIMINAL DAMAGE,37,2.5
2015,ASSAULT,30,2.5
2015,BURGLARY,26,2.5
2015,THEFT,101,0
2015,BATTERY,78,0
2015,NARCOTICS,61,0
2015,CRIMINAL DAMAGE,36,0
2015,BURGLARY,24,0
2015,ASSAULT,23,0
2015,THEFT,96,5
2015,BATTERY,67,5
2015,CRIMINAL DAMAGE,49,5
2015,NARCOTICS,47,5
2015,ASSAULT,27,5
2015,BURGLARY,22,5
2015,THEFT,107,5.5
2015,BATTERY,90,5.5
2015,NARCOTICS,71,5.5
2015,CRIMINAL DAMAGE,43,5.5
2015,ASSAULT,38,5.5
2015,BURGLARY,34,5.5
2015,THEFT,140,11
2015,BATTERY,115,11
2015,NARCOTICS,78,11
2015,ASSAULT,38,11
2015,CRIMINAL DAMAGE,36,11
2015,BURGLARY,28,11
2015,THEFT,146,27
2015,BATTERY,132,27
2015,NARCOTICS,69,27
2015,CRIMINAL DAMAGE,57,27
2015,ASSAULT,33,27
2015,BURGLARY,30,27
2015,THEFT,149,21.5
2015,BATTERY,91,21.5
2015,NARCOTICS,65,21.5
2015,CRIMINAL DAMAGE,57,21.5
2015,BURGLARY,36,21.5
2015,ASSAULT,35,21.5
2015,THEFT,141,11
2015,BATTERY,92,11
2015,NARCOTICS,77,11
2015,ASSAULT,47,11
2015,CRIMINAL DAMAGE,45,11
2015,BURGLARY,36,11
2015,THEFT,133,10
2015,NARCOTICS,101,10
2015,BATTERY,97,10
2015,CRIMINAL DAMAGE,59,10
2015,BURGLARY,54,10
2015,ASSAULT,32,10
2015,THEFT,164,25.5
2015,NARCOTICS,128,25.5
2015,BATTERY,94,25.5
2015,CRIMINAL DAMAGE,64,25.5
2015,BURGLARY,57,25.5
2015,ASSAULT,38,25.5
2015,THEFT,167,28.5
2015,BATTERY,118,28.5
2015,NARCOTICS,77,28.5
2015,CRIMINAL DAMAGE,73,28.5
2015,ASSAULT,38,28.5
2015,BURGLARY,34,28.5
2015,BATTERY,156,34
2015,THEFT,156,34
2015,NARCOTICS,84,34
2015,CRIMINAL DAMAGE,73,34
2015,ASSAULT,38,34
2015,BURGLARY,37,34
2015,THEFT,156,33.5
2015,BATTERY,133,33.5
2015,CRIMINAL DAMAGE,104,33.5
2015,NARCOTICS,57,33.5
2015,ASSAULT,52,33.5
2015,BURGLARY,32,33.5
2015,THEFT,156,33
2015,BATTERY,124,33
2015,NARCOTICS,92,33
2015,CRIMINAL DAMAGE,75,33
2015,ASSAULT,30,33
2015,BURGLARY,27,33
2015,THEFT,184,32.5
2015,BATTERY,126,32.5
2015,CRIMINAL DAMAGE,78,32.5
2015,NARCOTICS,65,32.5
2015,ASSAULT,57,32.5
2015,BURGLARY,46,32.5
2015,THEFT,160,31
2015,BATTERY,118,31
2015,CRIMINAL DAMAGE,79,31
2015,NARCOTICS,64,31
2015,ASSAULT,50,31
2015,BURGLARY,46,31
2015,THEFT,172,29.5
2015,BATTERY,118,29.5
2015,NARCOTICS,89,29.5
2015,CRIMINAL DAMAGE,67,29.5
2015,BURGLARY,57,29.5
2015,ASSAULT,48,29.5
2015,THEFT,156,30
2015,BATTERY,137,30
2015,NARCOTICS,90,30
2015,CRIMINAL DAMAGE,87,30
2015,ASSAULT,61,30
2015,BURGLARY,46,30
2015,THEFT,163,36
2015,BATTERY,126,36
2015,CRIMINAL DAMAGE,85,36
2015,NARCOTICS,83,36
2015,ASSAULT,41,36
2015,BURGLARY,31,36
2015,BATTERY,135,29
2015,THEFT,133,29
2015,CRIMINAL DAMAGE,74,29
2015,NARCOTICS,57,29
2015,ASSAULT,38,29
2015,BURGLARY,29,29
2015,THEFT,153,20.5
2015,BATTERY,108,20.5
2015,NARCOTICS,64,20.5
2015,CRIMINAL DAMAGE,57,20.5
2015,ASSAULT,48,20.5
2015,BURGLARY,42,20.5
2015,THEFT,125,26
2015,BATTERY,104,26
2015,NARCOTICS,90,26
2015,CRIMINAL DAMAGE,57,26
2015,ASSAULT,41,26
2015,BURGLARY,39,26
2015,THEFT,155,26.5
2015,BATTERY,106,26.5
2015,NARCOTICS,82,26.5
2015,CRIMINAL DAMAGE,54,26.5
2015,ASSAULT,32,26.5
2015,BURGLARY,27,26.5
2015,THEFT,163,31.5
2015,BATTERY,116,31.5
2015,NARCOTICS,94,31.5
2015,ASSAULT,49,31.5
2015,CRIMINAL DAMAGE,47,31.5
2015,BURGLARY,36,31.5
2015,THEFT,140,24
2015,BATTERY,115,24
2015,NARCOTICS,101,24
2015,CRIMINAL DAMAGE,56,24
2015,ASSAULT,41,24
2015,BURGLARY,39,24
2015,BATTERY,132,27.5
2015,THEFT,114,27.5
2015,NARCOTICS,75,27.5
2015,CRIMINAL DAMAGE,70,27.5
2015,ASSAULT,35,27.5
2015,BURGLARY,26,27.5
2015,THEFT,104,25
2015,BATTERY,98,25
2015,CRIMINAL DAMAGE,49,25
2015,ASSAULT,32,25
2015,BURGLARY,23,25
2015,NARCOTICS,23,25
2015,THEFT,90,12.5
2015,BATTERY,77,12.5
2015,NARCOTICS,43,12.5
2015,ASSAULT,42,12.5
2015,CRIMINAL DAMAGE,38,12.5
2015,BURGLARY,19,12.5
2015,THEFT,110,14
2015,BATTERY,94,14
2015,NARCOTICS,46,14
2015,CRIMINAL DAMAGE,41,14
2015,ASSAULT,38,14
2015,BURGLARY,18,14
2015,THEFT,116,14.5
2015,BATTERY,105,14.5
2015,NARCOTICS,72,14.5
2015,CRIMINAL DAMAGE,55,14.5
2015,ASSAULT,47,14.5
2015,BURGLARY,24,14.5
2015,THEFT,110,6.5
2015,BATTERY,108,6.5
2015,NARCOTICS,71,6.5
2015,CRIMINAL DAMAGE,46,6.5
2015,ASSAULT,37,6.5
2015,BURGLARY,26,6.5
2015,THEFT,131,22
2015,BATTERY,110,22
2015,NARCOTICS,103,22
2015,CRIMINAL DAMAGE,77,22
2015,ASSAULT,45,22
2015,BURGLARY,27,22
2015,BATTERY,113,29.5
2015,THEFT,113,29.5
2015,NARCOTICS,92,29.5
2015,CRIMINAL DAMAGE,86,29.5
2015,ASSAULT,49,29.5
2015,BURGLARY,20,29.5
2015,BATTERY,122,32
2015,THEFT,112,32
2015,NARCOTICS,87,32
2015,CRIMINAL DAMAGE,75,32
2015,ASSAULT,31,32
2015,BURGLARY,19,32
2015,THEFT,131,23
2015,BATTERY,96,23
2015,NARCOTICS,79,23
2015,CRIMINAL DAMAGE,54,23
2015,ASSAULT,36,23
2015,BURGLARY,27,23
2015,THEFT,120,23.5
2015,BATTERY,106,23.5
2015,NARCOTICS,76,23.5
2015,CRIMINAL DAMAGE,64,23.5
2015,ASSAULT,40,23.5
2015,BURGLARY,22,23.5
2015,THEFT,123,26.5
2015,BATTERY,95,26.5
2015,NARCOTICS,84,26.5
2015,CRIMINAL DAMAGE,52,26.5
2015,ASSAULT,45,26.5
2015,BURGLARY,31,26.5
2015,THEFT,123,13
2015,BATTERY,102,13
2015,NARCOTICS,77,13
2015,CRIMINAL DAMAGE,56,13
2015,ASSAULT,50,13
2015,BURGLARY,26,13
2015,THEFT,121,15.5
2015,BATTERY,101,15.5
2015,NARCOTICS,97,15.5
2015,CRIMINAL DAMAGE,55,15.5
2015,ASSAULT,34,15.5
2015,BURGLARY,20,15.5
2015,THEFT,121,14
2015,BATTERY,117,14
2015,CRIMINAL DAMAGE,61,14
2015,NARCOTICS,59,14
2015,ASSAULT,39,14
2015,BURGLARY,25,14
2015,BATTERY,117,6
2015,THEFT,95,6
2015,NARCOTICS,72,6
2015,CRIMINAL DAMAGE,46,6
2015,ASSAULT,29,6
2015,BURGLARY,19,6
2015,THEFT,99,11.5
2015,BATTERY,84,11.5
2015,NARCOTICS,77,11.5
2015,CRIMINAL DAMAGE,50,11.5
2015,ASSAULT,26,11.5
2015,BURGLARY,20,11.5
2015,THEFT,128,13.5
2015,BATTERY,104,13.5
2015,NARCOTICS,67,13.5
2015,ASSAULT,50,13.5
2015,CRIMINAL DAMAGE,45,13.5
2015,BURGLARY,26,13.5
2015,THEFT,113,2.5
2015,BATTERY,83,2.5
2015,NARCOTICS,55,2.5
2015,CRIMINAL DAMAGE,35,2.5
2015,ASSAULT,33,2.5
2015,BURGLARY,23,2.5
2015,THEFT,103,-2
2015,BATTERY,79,-2
2015,NARCOTICS,48,-2
2015,CRIMINAL DAMAGE,41,-2
2015,ASSAULT,27,-2
2015,BURGLARY,16,-2
2015,THEFT,130,5.5
2015,BATTERY,103,5.5
2015,NARCOTICS,82,5.5
2015,CRIMINAL DAMAGE,55,5.5
2015,ASSAULT,35,5.5
2015,BURGLARY,33,5.5
2015,THEFT,140,24.5
2015,BATTERY,123,24.5
2015,NARCOTICS,85,24.5
2015,CRIMINAL DAMAGE,71,24.5
2015,ASSAULT,41,24.5
2015,BURGLARY,19,24.5
2015,BATTERY,145,15
2015,THEFT,104,15
2015,NARCOTICS,67,15
2015,CRIMINAL DAMAGE,52,15
2015,ASSAULT,41,15
2015,BURGLARY,20,15
2015,THEFT,130,4
2015,BATTERY,109,4
2015,CRIMINAL DAMAGE,47,4
2015,NARCOTICS,46,4
2015,BURGLARY,33,4
2015,ASSAULT,32,4
2015,THEFT,114,16.5
2015,BATTERY,110,16.5
2015,NARCOTICS,73,16.5
2015,CRIMINAL DAMAGE,58,16.5
2015,ASSAULT,44,16.5
2015,BURGLARY,42,16.5
2015,BATTERY,111,18
2015,THEFT,96,18
2015,NARCOTICS,67,18
2015,CRIMINAL DAMAGE,46,18
2015,ASSAULT,43,18
2015,BURGLARY,23,18
2015,THEFT,111,9.5
2015,BATTERY,88,9.5
2015,NARCOTICS,75,9.5
2015,CRIMINAL DAMAGE,48,9.5
2015,ASSAULT,30,9.5
2015,BURGLARY,20,9.5
2015,THEFT,135,6
2015,BATTERY,103,6
2015,NARCOTICS,80,6
2015,ASSAULT,46,6
2015,CRIMINAL DAMAGE,46,6
2015,BURGLARY,25,6
2015,BATTERY,109,5.5
2015,THEFT,104,5.5
2015,NARCOTICS,62,5.5
2015,CRIMINAL DAMAGE,55,5.5
2015,ASSAULT,39,5.5
2015,BURGLARY,17,5.5
2015,BATTERY,140,17.5
2015,THEFT,128,17.5
2015,NARCOTICS,84,17.5
2015,CRIMINAL DAMAGE,73,17.5
2015,ASSAULT,33,17.5
2015,BURGLARY,27,17.5
2015,THEFT,131,23
2015,BATTERY,108,23
2015,NARCOTICS,97,23
2015,CRIMINAL DAMAGE,56,23
2015,ASSAULT,39,23
2015,BURGLARY,35,23
2015,BATTERY,116,29
2015,THEFT,115,29
2015,NARCOTICS,77,29
2015,CRIMINAL DAMAGE,49,29
2015,ASSAULT,43,29
2015,BURGLARY,28,29
2015,BATTERY,125,20.5
2015,THEFT,120,20.5
2015,NARCOTICS,69,20.5
2015,CRIMINAL DAMAGE,41,20.5
2015,ASSAULT,34,20.5
2015,BURGLARY,19,20.5
2015,THEFT,110,9.5
2015,BATTERY,101,9.5
2015,NARCOTICS,79,9.5
2015,ASSAULT,53,9.5
2015,CRIMINAL DAMAGE,53,9.5
2015,BURGLARY,23,9.5
2015,THEFT,135,13.5
2015,BATTERY,118,13.5
2015,NARCOTICS,95,13.5
2015,CRIMINAL DAMAGE,61,13.5
2015,ASSAULT,36,13.5
2015,BURGLARY,34,13.5
2015,BATTERY,146,34
2015,THEFT,122,34
2015,NARCOTICS,79,34
2015,CRIMINAL DAMAGE,72,34
2015,ASSAULT,43,34
2015,BURGLARY,19,34
2015,THEFT,133,34
2015,BATTERY,128,34
2015,NARCOTICS,90,34
2015,CRIMINAL DAMAGE,59,34
2015,ASSAULT,47,34
2015,BURGLARY,23,34
2015,THEFT,137,37.5
2015,BATTERY,129,37.5
2015,NARCOTICS,73,37.5
2015,ASSAULT,65,37.5
2015,CRIMINAL DAMAGE,63,37.5
2015,BURGLARY,29,37.5
2015,THEFT,142,43
2015,BATTERY,130,43
2015,NARCOTICS,88,43
2015,CRIMINAL DAMAGE,81,43
2015,ASSAULT,54,43
2015,BURGLARY,26,43
2015,THEFT,150,40.5
2015,BATTERY,117,40.5
2015,NARCOTICS,71,40.5
2015,CRIMINAL DAMAGE,67,40.5
2015,ASSAULT,61,40.5
2015,BURGLARY,30,40.5
2015,THEFT,158,42
2015,BATTERY,154,42
2015,NARCOTICS,76,42
2015,CRIMINAL DAMAGE,65,42
2015,ASSAULT,54,42
2015,BURGLARY,23,42
2015,BATTERY,160,51
2015,THEFT,159,51
2015,NARCOTICS,90,51
2015,CRIMINAL DAMAGE,86,51
2015,ASSAULT,43,51
2015,BURGLARY,28,51
2015,BATTERY,171,48.5
2015,THEFT,159,48.5
2015,CRIMINAL DAMAGE,113,48.5
2015,NARCOTICS,79,48.5
2015,ASSAULT,50,48.5
2015,BURGLARY,23,48.5
2015,BATTERY,175,45.5
2015,THEFT,142,45.5
2015,CRIMINAL DAMAGE,102,45.5
2015,ASSAULT,62,45.5
2015,NARCOTICS,57,45.5
2015,BURGLARY,33,45.5
2015,THEFT,158,57.5
2015,BATTERY,149,57.5
2015,NARCOTICS,82,57.5
2015,CRIMINAL DAMAGE,78,57.5
2015,ASSAULT,61,57.5
2015,BURGLARY,36,57.5
2015,THEFT,147,36.5
2015,BATTERY,125,36.5
2015,NARCOTICS,98,36.5
2015,CRIMINAL DAMAGE,82,36.5
2015,ASSAULT,62,36.5
2015,BURGLARY,25,36.5
2015,BATTERY,138,39
2015,THEFT,131,39
2015,NARCOTICS,79,39
2015,CRIMINAL DAMAGE,59,39
2015,ASSAULT,44,39
2015,BURGLARY,28,39
2015,THEFT,154,41.5
2015,BATTERY,147,41.5
2015,CRIMINAL DAMAGE,89,41.5
2015,NARCOTICS,74,41.5
2015,ASSAULT,49,41.5
2015,BURGLARY,28,41.5
2015,THEFT,147,44
2015,BATTERY,145,44
2015,CRIMINAL DAMAGE,102,44
2015,NARCOTICS,81,44
2015,ASSAULT,51,44
2015,BURGLARY,29,44
2015,BATTERY,142,40.5
2015,THEFT,133,40.5
2015,CRIMINAL DAMAGE,90,40.5
2015,NARCOTICS,79,40.5
2015,ASSAULT,30,40.5
2015,BURGLARY,24,40.5
2015,BATTERY,143,30.5
2015,THEFT,130,30.5
2015,CRIMINAL DAMAGE,83,30.5
2015,NARCOTICS,65,30.5
2015,ASSAULT,38,30.5
2015,BURGLARY,26,30.5
2015,THEFT,139,29.5
2015,BATTERY,108,29.5
2015,NARCOTICS,54,29.5
2015,ASSAULT,48,29.5
2015,CRIMINAL DAMAGE,47,29.5
2015,BURGLARY,30,29.5
2015,THEFT,142,28
2015,BATTERY,96,28
2015,NARCOTICS,95,28
2015,CRIMINAL DAMAGE,53,28
2015,ASSAULT,44,28
2015,BURGLARY,30,28
2015,BATTERY,131,38
2015,THEFT,130,38
2015,NARCOTICS,90,38
2015,CRIMINAL DAMAGE,78,38
2015,ASSAULT,49,38
2015,BURGLARY,29,38
2015,BATTERY,127,36.5
2015,THEFT,123,36.5
2015,NARCOTICS,83,36.5
2015,CRIMINAL DAMAGE,80,36.5
2015,ASSAULT,48,36.5
2015,BURGLARY,32,36.5
2015,THEFT,130,26
2015,BATTERY,125,26
2015,NARCOTICS,88,26
2015,CRIMINAL DAMAGE,76,26
2015,BURGLARY,35,26
2015,ASSAULT,34,26
2015,THEFT,140,28
2015,BATTERY,138,28
2015,NARCOTICS,70,28
2015,CRIMINAL DAMAGE,69,28
2015,ASSAULT,37,28
2015,BURGLARY,14,28
2015,BATTERY,129,35.5
2015,THEFT,128,35.5
2015,NARCOTICS,78,35.5
2015,CRIMINAL DAMAGE,70,35.5
2015,ASSAULT,40,35.5
2015,BURGLARY,21,35.5
2015,THEFT,163,47.5
2015,BATTERY,124,47.5
2015,NARCOTICS,76,47.5
2015,CRIMINAL DAMAGE,75,47.5
2015,ASSAULT,45,47.5
2015,BURGLARY,31,47.5
2015,BATTERY,150,48.5
2015,THEFT,134,48.5
2015,CRIMINAL DAMAGE,66,48.5
2015,NARCOTICS,57,48.5
2015,ASSAULT,40,48.5
2015,BURGLARY,29,48.5
2015,THEFT,188,53.5
2015,BATTERY,152,53.5
2015,CRIMINAL DAMAGE,82,53.5
2015,NARCOTICS,71,53.5
2015,ASSAULT,70,53.5
2015,BURGLARY,35,53.5
2015,THEFT,163,57.5
2015,BATTERY,149,57.5
2015,NARCOTICS,92,57.5
2015,CRIMINAL DAMAGE,75,57.5
2015,ASSAULT,52,57.5
2015,BURGLARY,32,57.5
2015,THEFT,150,41.5
2015,BATTERY,131,41.5
2015,NARCOTICS,85,41.5
2015,CRIMINAL DAMAGE,77,41.5
2015,ASSAULT,42,41.5
2015,BURGLARY,23,41.5
2015,THEFT,143,43
2015,BATTERY,142,43
2015,CRIMINAL DAMAGE,85,43
2015,NARCOTICS,71,43
2015,ASSAULT,43,43
2015,BURGLARY,26,43
2015,BATTERY,169,51
2015,THEFT,119,51
2015,CRIMINAL DAMAGE,85,51
2015,NARCOTICS,54,51
2015,ASSAULT,50,51
2015,BURGLARY,30,51
2015,THEFT,148,48
2015,BATTERY,117,48
2015,CRIMINAL DAMAGE,80,48
2015,NARCOTICS,76,48
2015,ASSAULT,42,48
2015,BURGLARY,22,48
2015,THEFT,139,42
2015,BATTERY,75,42
2015,NARCOTICS,72,42
2015,CRIMINAL DAMAGE,67,42
2015,ASSAULT,33,42
2015,BURGLARY,31,42
2015,THEFT,147,45
2015,BATTERY,103,45
2015,CRIMINAL DAMAGE,78,45
2015,NARCOTICS,77,45
2015,ASSAULT,33,45
2015,BURGLARY,29,45
2015,THEFT,128,56
2015,BATTERY,98,56
2015,CRIMINAL DAMAGE,80,56
2015,NARCOTICS,67,56
2015,ASSAULT,46,56
2015,BURGLARY,39,56
2015,THEFT,164,50.5
2015,CRIMINAL DAMAGE,113,50.5
2015,BATTERY,109,50.5
2015,NARCOTICS,72,50.5
2015,ASSAULT,36,50.5
2015,BURGLARY,21,50.5
2015,BATTERY,141,50
2015,THEFT,139,50
2015,CRIMINAL DAMAGE,98,50
2015,NARCOTICS,76,50
2015,ASSAULT,52,50
2015,BURGLARY,27,50
2015,BATTERY,188,54.5
2015,THEFT,138,54.5
2015,CRIMINAL DAMAGE,95,54.5
2015,NARCOTICS,70,54.5
2015,ASSAULT,41,54.5
2015,BURGLARY,22,54.5
2015,THEFT,156,57
2015,BATTERY,143,57
2015,CRIMINAL DAMAGE,83,57
2015,NARCOTICS,62,57
2015,ASSAULT,45,57
2015,BURGLARY,37,57
2015,BATTERY,151,52.5
2015,THEFT,139,52.5
2015,CRIMINAL DAMAGE,93,52.5
2015,NARCOTICS,74,52.5
2015,ASSAULT,56,52.5
2015,BURGLARY,42,52.5
2015,THEFT,164,53.5
2015,BATTERY,138,53.5
2015,CRIMINAL DAMAGE,94,53.5
2015,NARCOTICS,63,53.5
2015,ASSAULT,49,53.5
2015,BURGLARY,25,53.5
2015,BATTERY,147,55.5
2015,THEFT,136,55.5
2015,CRIMINAL DAMAGE,82,55.5
2015,NARCOTICS,75,55.5
2015,ASSAULT,33,55.5
2015,BURGLARY,30,55.5
2015,THEFT,159,61.5
2015,BATTERY,150,61.5
2015,CRIMINAL DAMAGE,87,61.5
2015,NARCOTICS,83,61.5
2015,ASSAULT,45,61.5
2015,BURGLARY,42,61.5
2015,THEFT,186,56
2015,BATTERY,163,56
2015,CRIMINAL DAMAGE,96,56
2015,NARCOTICS,77,56
2015,ASSAULT,37,56
2015,BURGLARY,25,56
2015,BATTERY,160,58
2015,THEFT,153,58
2015,CRIMINAL DAMAGE,74,58
2015,NARCOTICS,70,58
2015,ASSAULT,41,58
2015,BURGLARY,21,58
2015,THEFT,176,46.5
2015,BATTERY,135,46.5
2015,NARCOTICS,83,46.5
2015,CRIMINAL DAMAGE,61,46.5
2015,ASSAULT,45,46.5
2015,BURGLARY,35,46.5
