,Year,Month,Day,Primary Type,Count,Date,Mean_Temp
0,2012,1,1,THEFT,335,2012-01-01,36.5
1,2012,1,1,BATTERY,263,2012-01-01,36.5
2,2012,1,1,CRIMINAL DAMAGE,158,2012-01-01,36.5
3,2012,1,1,DECEPTIVE PRACTICE,125,2012-01-01,36.5
4,2012,1,1,OTHER OFFENSE,88,2012-01-01,36.5
5,2012,1,1,OFFENSE INVOLVING CHILDREN,81,2012-01-01,36.5
6,2012,1,1,NARCOTICS,77,2012-01-01,36.5
7,2012,1,1,ASSAULT,48,2012-01-01,36.5
8,2012,1,1,SEX OFFENSE,48,2012-01-01,36.5
9,2012,1,1,MOTOR VEHICLE THEFT,45,2012-01-01,36.5
10,2012,1,1,WEAPONS VIOLATION,45,2012-01-01,36.5
11,2012,1,1,ROBBERY,42,2012-01-01,36.5
12,2012,1,1,CRIM SEXUAL ASSAULT,40,2012-01-01,36.5
13,2012,1,1,BURGLARY,39,2012-01-01,36.5
14,2012,1,1,CRIMINAL TRESPASS,15,2012-01-01,36.5
15,2012,1,1,PUBLIC PEACE VIOLATION,6,2012-01-01,36.5
16,2012,1,1,INTERFERENCE WITH PUBLIC OFFICER,2,2012-01-01,36.5
17,2012,1,1,LIQUOR LAW VIOLATION,2,2012-01-01,36.5
18,2012,1,1,PROSTITUTION,2,2012-01-01,36.5
19,2012,1,1,ARSON,1,2012-01-01,36.5
20,2012,1,2,THEFT,135,2012-01-02,23.5
21,2012,1,2,BATTERY,112,2012-01-02,23.5
22,2012,1,2,NARCOTICS,92,2012-01-02,23.5
23,2012,1,2,CRIMINAL DAMAGE,79,2012-01-02,23.5
24,2012,1,2,OTHER OFFENSE,56,2012-01-02,23.5
25,2012,1,2,MOTOR VEHICLE THEFT,44,2012-01-02,23.5
26,2012,1,2,BURGLARY,42,2012-01-02,23.5
27,2012,1,2,ASSAULT,38,2012-01-02,23.5
28,2012,1,2,ROBBERY,34,2012-01-02,23.5
29,2012,1,2,DECEPTIVE PRACTICE,28,2012-01-02,23.5
30,2012,1,2,CRIMINAL TRESPASS,16,2012-01-02,23.5
31,2012,1,2,WEAPONS VIOLATION,6,2012-01-02,23.5
32,2012,1,2,HOMICIDE,4,2012-01-02,23.5
33,2012,1,2,INTERFERENCE WITH PUBLIC OFFICER,3,2012-01-02,23.5
34,2012,1,2,PUBLIC PEACE VIOLATION,3,2012-01-02,23.5
35,2012,1,2,STALKING,3,2012-01-02,23.5
36,2012,1,2,SEX OFFENSE,2,2012-01-02,23.5
37,2012,1,2,ARSON,1,2012-01-02,23.5
38,2012,1,2,OFFENSE INVOLVING CHILDREN,1,2012-01-02,23.5
39,2012,1,2,PROSTITUTION,1,2012-01-02,23.5
40,2012,1,3,THEFT,169,2012-01-03,20.0
41,2012,1,3,BATTERY,115,2012-01-03,20.0
42,2012,1,3,NARCOTICS,100,2012-01-03,20.0
43,2012,1,3,CRIMINAL DAMAGE,81,2012-01-03,20.0
44,2012,1,3,BURGLARY,69,2012-01-03,20.0
45,2012,1,3,MOTOR VEHICLE THEFT,49,2012-01-03,20.0
46,2012,1,3,OTHER OFFENSE,47,2012-01-03,20.0
47,2012,1,3,DECEPTIVE PRACTICE,46,2012-01-03,20.0
48,2012,1,3,ASSAULT,45,2012-01-03,20.0
49,2012,1,3,ROBBERY,29,2012-01-03,20.0
50,2012,1,3,CRIMINAL TRESPASS,14,2012-01-03,20.0
51,2012,1,3,PROSTITUTION,10,2012-01-03,20.0
52,2012,1,3,WEAPONS VIOLATION,8,2012-01-03,20.0
53,2012,1,3,OFFENSE INVOLVING CHILDREN,6,2012-01-03,20.0
54,2012,1,3,CRIM SEXUAL ASSAULT,5,2012-01-03,20.0
55,2012,1,3,PUBLIC PEACE VIOLATION,3,2012-01-03,20.0
56,2012,1,3,INTERFERENCE WITH PUBLIC OFFICER,2,2012-01-03,20.0
57,2012,1,3,LIQUOR LAW VIOLATION,2,2012-01-03,20.0
58,2012,1,3,SEX OFFENSE,2,2012-01-03,20.0
59,2012,1,3,ARSON,1,2012-01-03,20.0
60,2012,1,3,HOMICIDE,1,2012-01-03,20.0
61,2012,1,3,KIDNAPPING,1,2012-01-03,20.0
62,2012,1,3,STALKING,1,2012-01-03,20.0
63,2012,1,4,THEFT,175,2012-01-04,33.0
64,2012,1,4,BATTERY,106,2012-01-04,33.0
65,2012,1,4,NARCOTICS,95,2012-01-04,33.0
66,2012,1,4,CRIMINAL DAMAGE,93,2012-01-04,33.0
67,2012,1,4,MOTOR VEHICLE THEFT,61,2012-01-04,33.0
68,2012,1,4,BURGLARY,59,2012-01-04,33.0
69,2012,1,4,OTHER OFFENSE,51,2012-01-04,33.0
70,2012,1,4,DECEPTIVE PRACTICE,39,2012-01-04,33.0
71,2012,1,4,ROBBERY,33,2012-01-04,33.0
72,2012,1,4,ASSAULT,32,2012-01-04,33.0
73,2012,1,4,CRIMINAL TRESPASS,22,2012-01-04,33.0
74,2012,1,4,PROSTITUTION,9,2012-01-04,33.0
75,2012,1,4,WEAPONS VIOLATION,9,2012-01-04,33.0
76,2012,1,4,OFFENSE INVOLVING CHILDREN,4,2012-01-04,33.0
77,2012,1,4,SEX OFFENSE,3,2012-01-04,33.0
78,2012,1,4,CRIM SEXUAL ASSAULT,2,2012-01-04,33.0
79,2012,1,4,HOMICIDE,2,2012-01-04,33.0
80,2012,1,4,PUBLIC PEACE VIOLATION,2,2012-01-04,33.0
81,2012,1,4,ARSON,1,2012-01-04,33.0
82,2012,1,4,INTERFERENCE WITH PUBLIC OFFICER,1,2012-01-04,33.0
83,2012,1,5,THEFT,193,2012-01-05,36.0
84,2012,1,5,BATTERY,138,2012-01-05,36.0
85,2012,1,5,NARCOTICS,98,2012-01-05,36.0
86,2012,1,5,CRIMINAL DAMAGE,80,2012-01-05,36.0
87,2012,1,5,MOTOR VEHICLE THEFT,60,2012-01-05,36.0
88,2012,1,5,OTHER OFFENSE,59,2012-01-05,36.0
89,2012,1,5,BURGLARY,58,2012-01-05,36.0
90,2012,1,5,ROBBERY,51,2012-01-05,36.0
91,2012,1,5,ASSAULT,42,2012-01-05,36.0
92,2012,1,5,DECEPTIVE PRACTICE,35,2012-01-05,36.0
93,2012,1,5,CRIMINAL TRESPASS,19,2012-01-05,36.0
94,2012,1,5,PROSTITUTION,9,2012-01-05,36.0
95,2012,1,5,WEAPONS VIOLATION,9,2012-01-05,36.0
96,2012,1,5,INTERFERENCE WITH PUBLIC OFFICER,5,2012-01-05,36.0
97,2012,1,5,OFFENSE INVOLVING CHILDREN,5,2012-01-05,36.0
98,2012,1,5,SEX OFFENSE,3,2012-01-05,36.0
99,2012,1,5,ARSON,2,2012-01-05,36.0
100,2012,1,5,HOMICIDE,2,2012-01-05,36.0
101,2012,1,5,PUBLIC PEACE VIOLATION,2,2012-01-05,36.0
102,2012,1,5,CRIM SEXUAL ASSAULT,1,2012-01-05,36.0
103,2012,1,6,THEFT,200,2012-01-06,46.5
104,2012,1,6,BATTERY,120,2012-01-06,46.5
105,2012,1,6,NARCOTICS,118,2012-01-06,46.5
106,2012,1,6,CRIMINAL DAMAGE,109,2012-01-06,46.5
107,2012,1,6,BURGLARY,61,2012-01-06,46.5
108,2012,1,6,MOTOR VEHICLE THEFT,56,2012-01-06,46.5
109,2012,1,6,OTHER OFFENSE,51,2012-01-06,46.5
110,2012,1,6,ASSAULT,48,2012-01-06,46.5
111,2012,1,6,DECEPTIVE PRACTICE,39,2012-01-06,46.5
112,2012,1,6,ROBBERY,33,2012-01-06,46.5
113,2012,1,6,CRIMINAL TRESPASS,19,2012-01-06,46.5
114,2012,1,6,PROSTITUTION,14,2012-01-06,46.5
115,2012,1,6,WEAPONS VIOLATION,13,2012-01-06,46.5
116,2012,1,6,OFFENSE INVOLVING CHILDREN,8,2012-01-06,46.5
117,2012,1,6,PUBLIC PEACE VIOLATION,8,2012-01-06,46.5
118,2012,1,6,LIQUOR LAW VIOLATION,3,2012-01-06,46.5
119,2012,1,6,SEX OFFENSE,3,2012-01-06,46.5
120,2012,1,6,ARSON,2,2012-01-06,46.5
121,2012,1,6,GAMBLING,2,2012-01-06,46.5
122,2012,1,6,INTERFERENCE WITH PUBLIC OFFICER,2,2012-01-06,46.5
123,2012,1,6,HOMICIDE,1,2012-01-06,46.5
124,2012,1,6,INTIMIDATION,1,2012-01-06,46.5
125,2012,1,6,KIDNAPPING,1,2012-01-06,46.5
126,2012,1,6,STALKING,1,2012-01-06,46.5
127,2012,1,7,THEFT,198,2012-01-07,36.0
128,2012,1,7,BATTERY,167,2012-01-07,36.0
129,2012,1,7,CRIMINAL DAMAGE,102,2012-01-07,36.0
130,2012,1,7,NARCOTICS,95,2012-01-07,36.0
131,2012,1,7,BURGLARY,47,2012-01-07,36.0
132,2012,1,7,OTHER OFFENSE,45,2012-01-07,36.0
133,2012,1,7,MOTOR VEHICLE THEFT,40,2012-01-07,36.0
134,2012,1,7,ROBBERY,40,2012-01-07,36.0
135,2012,1,7,ASSAULT,32,2012-01-07,36.0
136,2012,1,7,DECEPTIVE PRACTICE,26,2012-01-07,36.0
137,2012,1,7,CRIMINAL TRESPASS,18,2012-01-07,36.0
138,2012,1,7,WEAPONS VIOLATION,13,2012-01-07,36.0
139,2012,1,7,PUBLIC PEACE VIOLATION,11,2012-01-07,36.0
140,2012,1,7,OFFENSE INVOLVING CHILDREN,5,2012-01-07,36.0
141,2012,1,7,CRIM SEXUAL ASSAULT,4,2012-01-07,36.0
142,2012,1,7,PROSTITUTION,4,2012-01-07,36.0
143,2012,1,7,HOMICIDE,3,2012-01-07,36.0
144,2012,1,7,INTERFERENCE WITH PUBLIC OFFICER,2,2012-01-07,36.0
145,2012,1,7,SEX OFFENSE,2,2012-01-07,36.0
146,2012,1,7,ARSON,1,2012-01-07,36.0
147,2012,1,7,KIDNAPPING,1,2012-01-07,36.0
148,2012,1,7,LIQUOR LAW VIOLATION,1,2012-01-07,36.0
149,2012,1,7,OBSCENITY,1,2012-01-07,36.0
150,2012,1,7,PUBLIC INDECENCY,1,2012-01-07,36.0
151,2012,1,8,THEFT,171,2012-01-08,33.5
152,2012,1,8,BATTERY,133,2012-01-08,33.5
153,2012,1,8,CRIMINAL DAMAGE,108,2012-01-08,33.5
154,2012,1,8,NARCOTICS,94,2012-01-08,33.5
155,2012,1,8,ASSAULT,47,2012-01-08,33.5
156,2012,1,8,BURGLARY,42,2012-01-08,33.5
157,2012,1,8,MOTOR VEHICLE THEFT,42,2012-01-08,33.5
158,2012,1,8,OTHER OFFENSE,41,2012-01-08,33.5
159,2012,1,8,ROBBERY,34,2012-01-08,33.5
160,2012,1,8,CRIMINAL TRESPASS,24,2012-01-08,33.5
161,2012,1,8,DECEPTIVE PRACTICE,23,2012-01-08,33.5
162,2012,1,8,WEAPONS VIOLATION,13,2012-01-08,33.5
163,2012,1,8,OFFENSE INVOLVING CHILDREN,7,2012-01-08,33.5
164,2012,1,8,CRIM SEXUAL ASSAULT,5,2012-01-08,33.5
165,2012,1,8,PUBLIC PEACE VIOLATION,5,2012-01-08,33.5
166,2012,1,8,ARSON,3,2012-01-08,33.5
167,2012,1,8,HOMICIDE,2,2012-01-08,33.5
168,2012,1,8,INTERFERENCE WITH PUBLIC OFFICER,2,2012-01-08,33.5
169,2012,1,8,PROSTITUTION,2,2012-01-08,33.5
170,2012,1,8,KIDNAPPING,1,2012-01-08,33.5
171,2012,1,8,LIQUOR LAW VIOLATION,1,2012-01-08,33.5
172,2012,1,9,THEFT,204,2012-01-09,35.5
173,2012,1,9,BATTERY,139,2012-01-09,35.5
174,2012,1,9,NARCOTICS,112,2012-01-09,35.5
175,2012,1,9,CRIMINAL DAMAGE,78,2012-01-09,35.5
176,2012,1,9,BURGLARY,75,2012-01-09,35.5
177,2012,1,9,OTHER OFFENSE,59,2012-01-09,35.5
178,2012,1,9,MOTOR VEHICLE THEFT,54,2012-01-09,35.5
179,2012,1,9,ROBBERY,36,2012-01-09,35.5
180,2012,1,9,DECEPTIVE PRACTICE,35,2012-01-09,35.5
181,2012,1,9,ASSAULT,31,2012-01-09,35.5
182,2012,1,9,CRIMINAL TRESPASS,27,2012-01-09,35.5
183,2012,1,9,WEAPONS VIOLATION,6,2012-01-09,35.5
184,2012,1,9,PROSTITUTION,5,2012-01-09,35.5
185,2012,1,9,PUBLIC PEACE VIOLATION,5,2012-01-09,35.5
186,2012,1,9,SEX OFFENSE,4,2012-01-09,35.5
187,2012,1,9,ARSON,3,2012-01-09,35.5
188,2012,1,9,HOMICIDE,2,2012-01-09,35.5
189,2012,1,9,KIDNAPPING,2,2012-01-09,35.5
190,2012,1,9,OFFENSE INVOLVING CHILDREN,2,2012-01-09,35.5
191,2012,1,9,CRIM SEXUAL ASSAULT,1,2012-01-09,35.5
192,2012,1,9,INTERFERENCE WITH PUBLIC OFFICER,1,2012-01-09,35.5
193,2012,1,10,THEFT,179,2012-01-10,38.5
194,2012,1,10,BATTERY,130,2012-01-10,38.5
195,2012,1,10,NARCOTICS,124,2012-01-10,38.5
196,2012,1,10,CRIMINAL DAMAGE,89,2012-01-10,38.5
197,2012,1,10,BURGLARY,74,2012-01-10,38.5
198,2012,1,10,ASSAULT,53,2012-01-10,38.5
199,2012,1,10,MOTOR VEHICLE THEFT,51,2012-01-10,38.5
200,2012,1,10,OTHER OFFENSE,49,2012-01-10,38.5
201,2012,1,10,DECEPTIVE PRACTICE,37,2012-01-10,38.5
202,2012,1,10,ROBBERY,37,2012-01-10,38.5
203,2012,1,10,CRIMINAL TRESPASS,25,2012-01-10,38.5
204,2012,1,10,PUBLIC PEACE VIOLATION,10,2012-01-10,38.5
205,2012,1,10,PROSTITUTION,8,2012-01-10,38.5
206,2012,1,10,WEAPONS VIOLATION,8,2012-01-10,38.5
207,2012,1,10,OFFENSE INVOLVING CHILDREN,5,2012-01-10,38.5
208,2012,1,10,SEX OFFENSE,5,2012-01-10,38.5
209,2012,1,10,INTERFERENCE WITH PUBLIC OFFICER,4,2012-01-10,38.5
210,2012,1,10,CRIM SEXUAL ASSAULT,3,2012-01-10,38.5
211,2012,1,10,HOMICIDE,2,2012-01-10,38.5
212,2012,1,10,LIQUOR LAW VIOLATION,2,2012-01-10,38.5
213,2012,1,10,GAMBLING,1,2012-01-10,38.5
214,2012,1,10,KIDNAPPING,1,2012-01-10,38.5
215,2012,1,11,THEFT,200,2012-01-11,40.5
216,2012,1,11,BATTERY,136,2012-01-11,40.5
217,2012,1,11,NARCOTICS,112,2012-01-11,40.5
218,2012,1,11,CRIMINAL DAMAGE,85,2012-01-11,40.5
219,2012,1,11,BURGLARY,74,2012-01-11,40.5
220,2012,1,11,ASSAULT,50,2012-01-11,40.5
221,2012,1,11,MOTOR VEHICLE THEFT,45,2012-01-11,40.5
222,2012,1,11,OTHER OFFENSE,45,2012-01-11,40.5
223,2012,1,11,ROBBERY,37,2012-01-11,40.5
224,2012,1,11,DECEPTIVE PRACTICE,31,2012-01-11,40.5
225,2012,1,11,CRIMINAL TRESPASS,21,2012-01-11,40.5
226,2012,1,11,PROSTITUTION,14,2012-01-11,40.5
227,2012,1,11,OFFENSE INVOLVING CHILDREN,7,2012-01-11,40.5
228,2012,1,11,WEAPONS VIOLATION,7,2012-01-11,40.5
229,2012,1,11,PUBLIC PEACE VIOLATION,5,2012-01-11,40.5
230,2012,1,11,CRIM SEXUAL ASSAULT,4,2012-01-11,40.5
231,2012,1,11,LIQUOR LAW VIOLATION,4,2012-01-11,40.5
232,2012,1,11,HOMICIDE,2,2012-01-11,40.5
233,2012,1,11,INTIMIDATION,2,2012-01-11,40.5
234,2012,1,11,ARSON,1,2012-01-11,40.5
235,2012,1,11,GAMBLING,1,2012-01-11,40.5
236,2012,1,11,INTERFERENCE WITH PUBLIC OFFICER,1,2012-01-11,40.5
237,2012,1,11,KIDNAPPING,1,2012-01-11,40.5
238,2012,1,11,STALKING,1,2012-01-11,40.5
239,2012,1,12,THEFT,171,2012-01-12,28.0
240,2012,1,12,BATTERY,98,2012-01-12,28.0
241,2012,1,12,NARCOTICS,81,2012-01-12,28.0
242,2012,1,12,CRIMINAL DAMAGE,68,2012-01-12,28.0
243,2012,1,12,BURGLARY,64,2012-01-12,28.0
244,2012,1,12,MOTOR VEHICLE THEFT,54,2012-01-12,28.0
245,2012,1,12,ASSAULT,42,2012-01-12,28.0
246,2012,1,12,OTHER OFFENSE,41,2012-01-12,28.0
247,2012,1,12,DECEPTIVE PRACTICE,35,2012-01-12,28.0
248,2012,1,12,ROBBERY,34,2012-01-12,28.0
249,2012,1,12,CRIMINAL TRESPASS,25,2012-01-12,28.0
250,2012,1,12,WEAPONS VIOLATION,7,2012-01-12,28.0
251,2012,1,12,CRIM SEXUAL ASSAULT,5,2012-01-12,28.0
252,2012,1,12,PROSTITUTION,5,2012-01-12,28.0
253,2012,1,12,PUBLIC PEACE VIOLATION,4,2012-01-12,28.0
254,2012,1,12,STALKING,3,2012-01-12,28.0
255,2012,1,12,SEX OFFENSE,2,2012-01-12,28.0
256,2012,1,12,INTIMIDATION,1,2012-01-12,28.0
257,2012,1,12,LIQUOR LAW VIOLATION,1,2012-01-12,28.0
258,2012,1,12,OBSCENITY,1,2012-01-12,28.0
259,2012,1,12,OFFENSE INVOLVING CHILDREN,1,2012-01-12,28.0
260,2012,1,13,THEFT,184,2012-01-13,19.5
261,2012,1,13,BATTERY,115,2012-01-13,19.5
262,2012,1,13,NARCOTICS,108,2012-01-13,19.5
263,2012,1,13,CRIMINAL DAMAGE,54,2012-01-13,19.5
264,2012,1,13,BURGLARY,52,2012-01-13,19.5
265,2012,1,13,MOTOR VEHICLE THEFT,48,2012-01-13,19.5
266,2012,1,13,ASSAULT,39,2012-01-13,19.5
267,2012,1,13,OTHER OFFENSE,36,2012-01-13,19.5
268,2012,1,13,DECEPTIVE PRACTICE,28,2012-01-13,19.5
269,2012,1,13,ROBBERY,26,2012-01-13,19.5
270,2012,1,13,CRIMINAL TRESPASS,25,2012-01-13,19.5
271,2012,1,13,OFFENSE INVOLVING CHILDREN,11,2012-01-13,19.5
272,2012,1,13,WEAPONS VIOLATION,7,2012-01-13,19.5
273,2012,1,13,LIQUOR LAW VIOLATION,5,2012-01-13,19.5
274,2012,1,13,PROSTITUTION,4,2012-01-13,19.5
275,2012,1,13,PUBLIC PEACE VIOLATION,4,2012-01-13,19.5
276,2012,1,13,CRIM SEXUAL ASSAULT,1,2012-01-13,19.5
277,2012,1,13,HOMICIDE,1,2012-01-13,19.5
278,2012,1,13,INTIMIDATION,1,2012-01-13,19.5
279,2012,1,13,KIDNAPPING,1,2012-01-13,19.5
280,2012,1,13,SEX OFFENSE,1,2012-01-13,19.5
281,2012,1,13,STALKING,1,2012-01-13,19.5
282,2012,1,14,THEFT,175,2012-01-14,13.5
283,2012,1,14,BATTERY,144,2012-01-14,13.5
284,2012,1,14,NARCOTICS,102,2012-01-14,13.5
285,2012,1,14,CRIMINAL DAMAGE,77,2012-01-14,13.5
286,2012,1,14,OTHER OFFENSE,47,2012-01-14,13.5
287,2012,1,14,MOTOR VEHICLE THEFT,46,2012-01-14,13.5
288,2012,1,14,ASSAULT,42,2012-01-14,13.5
289,2012,1,14,BURGLARY,37,2012-01-14,13.5
290,2012,1,14,ROBBERY,27,2012-01-14,13.5
291,2012,1,14,DECEPTIVE PRACTICE,21,2012-01-14,13.5
292,2012,1,14,CRIMINAL TRESPASS,18,2012-01-14,13.5
293,2012,1,14,WEAPONS VIOLATION,14,2012-01-14,13.5
294,2012,1,14,PROSTITUTION,6,2012-01-14,13.5
295,2012,1,14,INTERFERENCE WITH PUBLIC OFFICER,4,2012-01-14,13.5
296,2012,1,14,OFFENSE INVOLVING CHILDREN,4,2012-01-14,13.5
297,2012,1,14,HOMICIDE,3,2012-01-14,13.5
298,2012,1,14,LIQUOR LAW VIOLATION,3,2012-01-14,13.5
299,2012,1,14,PUBLIC PEACE VIOLATION,3,2012-01-14,13.5
300,2012,1,14,SEX OFFENSE,3,2012-01-14,13.5
301,2012,1,14,ARSON,2,2012-01-14,13.5
302,2012,1,14,CRIM SEXUAL ASSAULT,2,2012-01-14,13.5
303,2012,1,15,BATTERY,171,2012-01-15,18.0
304,2012,1,15,THEFT,151,2012-01-15,18.0
305,2012,1,15,NARCOTICS,94,2012-01-15,18.0
306,2012,1,15,CRIMINAL DAMAGE,78,2012-01-15,18.0
307,2012,1,15,BURGLARY,55,2012-01-15,18.0
308,2012,1,15,MOTOR VEHICLE THEFT,42,2012-01-15,18.0
309,2012,1,15,OTHER OFFENSE,39,2012-01-15,18.0
310,2012,1,15,ASSAULT,34,2012-01-15,18.0
311,2012,1,15,DECEPTIVE PRACTICE,33,2012-01-15,18.0
312,2012,1,15,ROBBERY,32,2012-01-15,18.0
313,2012,1,15,CRIMINAL TRESPASS,14,2012-01-15,18.0
314,2012,1,15,WEAPONS VIOLATION,6,2012-01-15,18.0
315,2012,1,15,OFFENSE INVOLVING CHILDREN,5,2012-01-15,18.0
316,2012,1,15,INTERFERENCE WITH PUBLIC OFFICER,4,2012-01-15,18.0
317,2012,1,15,SEX OFFENSE,4,2012-01-15,18.0
318,2012,1,15,LIQUOR LAW VIOLATION,3,2012-01-15,18.0
319,2012,1,15,PUBLIC PEACE VIOLATION,2,2012-01-15,18.0
320,2012,1,15,STALKING,2,2012-01-15,18.0
321,2012,1,15,ARSON,1,2012-01-15,18.0
322,2012,1,15,CRIM SEXUAL ASSAULT,1,2012-01-15,18.0
323,2012,1,15,PROSTITUTION,1,2012-01-15,18.0
324,2012,1,16,THEFT,176,2012-01-16,37.5
325,2012,1,16,NARCOTICS,136,2012-01-16,37.5
326,2012,1,16,BATTERY,115,2012-01-16,37.5
327,2012,1,16,CRIMINAL DAMAGE,94,2012-01-16,37.5
328,2012,1,16,OTHER OFFENSE,52,2012-01-16,37.5
329,2012,1,16,MOTOR VEHICLE THEFT,51,2012-01-16,37.5
330,2012,1,16,BURGLARY,44,2012-01-16,37.5
331,2012,1,16,ASSAULT,40,2012-01-16,37.5
332,2012,1,16,ROBBERY,32,2012-01-16,37.5
333,2012,1,16,DECEPTIVE PRACTICE,28,2012-01-16,37.5
334,2012,1,16,CRIMINAL TRESPASS,22,2012-01-16,37.5
335,2012,1,16,WEAPONS VIOLATION,11,2012-01-16,37.5
336,2012,1,16,PUBLIC PEACE VIOLATION,6,2012-01-16,37.5
337,2012,1,16,OFFENSE INVOLVING CHILDREN,5,2012-01-16,37.5
338,2012,1,16,PROSTITUTION,4,2012-01-16,37.5
339,2012,1,16,ARSON,2,2012-01-16,37.5
340,2012,1,16,CRIM SEXUAL ASSAULT,2,2012-01-16,37.5
341,2012,1,16,HOMICIDE,1,2012-01-16,37.5
342,2012,1,16,INTERFERENCE WITH PUBLIC OFFICER,1,2012-01-16,37.5
343,2012,1,16,LIQUOR LAW VIOLATION,1,2012-01-16,37.5
344,2012,1,16,SEX OFFENSE,1,2012-01-16,37.5
345,2012,1,16,STALKING,1,2012-01-16,37.5
346,2012,1,17,THEFT,187,2012-01-17,28.0
347,2012,1,17,BATTERY,131,2012-01-17,28.0
348,2012,1,17,BURGLARY,89,2012-01-17,28.0
349,2012,1,17,CRIMINAL DAMAGE,84,2012-01-17,28.0
350,2012,1,17,NARCOTICS,81,2012-01-17,28.0
351,2012,1,17,OTHER OFFENSE,50,2012-01-17,28.0
352,2012,1,17,ASSAULT,40,2012-01-17,28.0
353,2012,1,17,MOTOR VEHICLE THEFT,39,2012-01-17,28.0
354,2012,1,17,DECEPTIVE PRACTICE,37,2012-01-17,28.0
355,2012,1,17,ROBBERY,35,2012-01-17,28.0
356,2012,1,17,CRIMINAL TRESPASS,25,2012-01-17,28.0
357,2012,1,17,WEAPONS VIOLATION,12,2012-01-17,28.0
358,2012,1,17,PROSTITUTION,10,2012-01-17,28.0
359,2012,1,17,PUBLIC PEACE VIOLATION,9,2012-01-17,28.0
360,2012,1,17,SEX OFFENSE,4,2012-01-17,28.0
361,2012,1,17,ARSON,3,2012-01-17,28.0
362,2012,1,17,CRIM SEXUAL ASSAULT,1,2012-01-17,28.0
363,2012,1,17,HOMICIDE,1,2012-01-17,28.0
364,2012,1,17,INTERFERENCE WITH PUBLIC OFFICER,1,2012-01-17,28.0
365,2012,1,17,KIDNAPPING,1,2012-01-17,28.0
366,2012,1,17,LIQUOR LAW VIOLATION,1,2012-01-17,28.0
367,2012,1,17,OBSCENITY,1,2012-01-17,28.0
368,2012,1,17,OFFENSE INVOLVING CHILDREN,1,2012-01-17,28.0
369,2012,1,17,STALKING,1,2012-01-17,28.0
370,2012,1,18,THEFT,187,2012-01-18,18.0
371,2012,1,18,BATTERY,113,2012-01-18,18.0
372,2012,1,18,NARCOTICS,109,2012-01-18,18.0
373,2012,1,18,CRIMINAL DAMAGE,75,2012-01-18,18.0
374,2012,1,18,BURGLARY,58,2012-01-18,18.0
375,2012,1,18,MOTOR VEHICLE THEFT,47,2012-01-18,18.0
376,2012,1,18,DECEPTIVE PRACTICE,45,2012-01-18,18.0
377,2012,1,18,OTHER OFFENSE,45,2012-01-18,18.0
378,2012,1,18,ASSAULT,31,2012-01-18,18.0
379,2012,1,18,ROBBERY,27,2012-01-18,18.0
380,2012,1,18,CRIMINAL TRESPASS,15,2012-01-18,18.0
381,2012,1,18,PROSTITUTION,8,2012-01-18,18.0
382,2012,1,18,PUBLIC PEACE VIOLATION,8,2012-01-18,18.0
383,2012,1,18,OFFENSE INVOLVING CHILDREN,6,2012-01-18,18.0
384,2012,1,18,WEAPONS VIOLATION,6,2012-01-18,18.0
385,2012,1,18,LIQUOR LAW VIOLATION,3,2012-01-18,18.0
386,2012,1,18,SEX OFFENSE,3,2012-01-18,18.0
387,2012,1,18,ARSON,1,2012-01-18,18.0
388,2012,1,18,CRIM SEXUAL ASSAULT,1,2012-01-18,18.0
389,2012,1,18,GAMBLING,1,2012-01-18,18.0
390,2012,1,18,KIDNAPPING,1,2012-01-18,18.0
391,2012,1,18,STALKING,1,2012-01-18,18.0
392,2012,1,19,THEFT,192,2012-01-19,16.5
393,2012,1,19,BATTERY,122,2012-01-19,16.5
394,2012,1,19,NARCOTICS,93,2012-01-19,16.5
395,2012,1,19,CRIMINAL DAMAGE,61,2012-01-19,16.5
396,2012,1,19,BURGLARY,51,2012-01-19,16.5
397,2012,1,19,OTHER OFFENSE,49,2012-01-19,16.5
398,2012,1,19,MOTOR VEHICLE THEFT,39,2012-01-19,16.5
399,2012,1,19,ASSAULT,33,2012-01-19,16.5
400,2012,1,19,DECEPTIVE PRACTICE,32,2012-01-19,16.5
401,2012,1,19,CRIMINAL TRESPASS,20,2012-01-19,16.5
402,2012,1,19,ROBBERY,20,2012-01-19,16.5
403,2012,1,19,WEAPONS VIOLATION,7,2012-01-19,16.5
404,2012,1,19,INTERFERENCE WITH PUBLIC OFFICER,6,2012-01-19,16.5
405,2012,1,19,PROSTITUTION,5,2012-01-19,16.5
406,2012,1,19,PUBLIC PEACE VIOLATION,5,2012-01-19,16.5
407,2012,1,19,OFFENSE INVOLVING CHILDREN,4,2012-01-19,16.5
408,2012,1,19,CRIM SEXUAL ASSAULT,3,2012-01-19,16.5
409,2012,1,19,STALKING,3,2012-01-19,16.5
410,2012,1,19,INTIMIDATION,2,2012-01-19,16.5
411,2012,1,20,THEFT,168,2012-01-20,14.5
412,2012,1,20,BATTERY,105,2012-01-20,14.5
413,2012,1,20,NARCOTICS,73,2012-01-20,14.5
414,2012,1,20,BURGLARY,61,2012-01-20,14.5
415,2012,1,20,CRIMINAL DAMAGE,60,2012-01-20,14.5
416,2012,1,20,ROBBERY,34,2012-01-20,14.5
417,2012,1,20,OTHER OFFENSE,33,2012-01-20,14.5
418,2012,1,20,ASSAULT,32,2012-01-20,14.5
